group_id,scenario_key,scenario_label,rep,method,selected_penalty
10000014,transient_nonpersistent,Transient non-persistence,15,tuned_level_slope,0.3
10000015,transient_nonpersistent,Transient non-persistence,16,tuned_level,300.0
10000015,transient_nonpersistent,Transient non-persistence,16,tuned_level_slope,300.0
10000016,transient_nonpersistent,Transient non-persistence,17,tuned_level,100.0
10000016,transient_nonpersistent,Transient non-persistence,17,tuned_level_slope,3.0
10000017,transient_nonpersistent,Transient non-persistence,18,tuned_level,0.3
10000017,transient_nonpersistent,Transient non-persistence,18,tuned_level_slope,0.3
10000018,transient_nonpersistent,Transient non-persistence,19,tuned_level,300.0
10000018,transient_nonpersistent,Transient non-persistence,19,tuned_level_slope,300.0
10000019,transient_nonpersistent,Transient non-persistence,20,tuned_level,10.0
10000019,transient_nonpersistent,Transient non-persistence,20,tuned_level_slope,0.3
10000020,transient_nonpersistent,Transient non-persistence,21,tuned_level,300.0
10000020,transient_nonpersistent,Transient non-persistence,21,tuned_level_slope,0.3
10000021,transient_nonpersistent,Transient non-persistence,22,tuned_level,10.0
10000021,transient_nonpersistent,Transient non-persistence,22,tuned_level_slope,10.0
10000022,transient_nonpersistent,Transient non-persistence,23,tuned_level,0.3
10000022,transient_nonpersistent,Transient non-persistence,23,tuned_level_slope,0.3
10000023,transient_nonpersistent,Transient non-persistence,24,tuned_level,300.0
10000023,transient_nonpersistent,Transient non-persistence,24,tuned_level_slope,300.0
10000024,transient_nonpersistent,Transient non-persistence,25,tuned_level,300.0
10000024,transient_nonpersistent,Transient non-persistence,25,tuned_level_slope,10.0
10000025,transient_nonpersistent,Transient non-persistence,26,tuned_level,300.0
10000025,transient_nonpersistent,Transient non-persistence,26,tuned_level_slope,300.0
10000026,transient_nonpersistent,Transient non-persistence,27,tuned_level,300.0
10000026,transient_nonpersistent,Transient non-persistence,27,tuned_level_slope,300.0
10000027,transient_nonpersistent,Transient non-persistence,28,tuned_level,300.0
10000027,transient_nonpersistent,Transient non-persistence,28,tuned_level_slope,300.0
10000028,transient_nonpersistent,Transient non-persistence,29,tuned_level,300.0
10000028,transient_nonpersistent,Transient non-persistence,29,tuned_level_slope,300.0
10000029,transient_nonpersistent,Transient non-persistence,30,tuned_level,0.3
10000029,transient_nonpersistent,Transient non-persistence,30,tuned_level_slope,0.3
10000030,transient_nonpersistent,Transient non-persistence,31,tuned_level,300.0
10000030,transient_nonpersistent,Transient non-persistence,31,tuned_level_slope,300.0
10000031,transient_nonpersistent,Transient non-persistence,32,tuned_level,300.0
10000031,transient_nonpersistent,Transient non-persistence,32,tuned_level_slope,300.0
10000032,transient_nonpersistent,Transient non-persistence,33,tuned_level,300.0
10000032,transient_nonpersistent,Transient non-persistence,33,tuned_level_slope,300.0
10000033,transient_nonpersistent,Transient non-persistence,34,tuned_level,300.0
10000033,transient_nonpersistent,Transient non-persistence,34,tuned_level_slope,300.0
10000034,transient_nonpersistent,Transient non-persistence,35,tuned_level,300.0
10000034,transient_nonpersistent,Transient non-persistence,35,tuned_level_slope,0.3
10000035,transient_nonpersistent,Transient non-persistence,36,tuned_level,300.0
10000035,transient_nonpersistent,Transient non-persistence,36,tuned_level_slope,300.0
10000036,transient_nonpersistent,Transient non-persistence,37,tuned_level,300.0
10000036,transient_nonpersistent,Transient non-persistence,37,tuned_level_slope,300.0
10000037,transient_nonpersistent,Transient non-persistence,38,tuned_level,1.0
10000037,transient_nonpersistent,Transient non-persistence,38,tuned_level_slope,0.3
10000038,transient_nonpersistent,Transient non-persistence,39,tuned_level,300.0
10000038,transient_nonpersistent,Transient non-persistence,39,tuned_level_slope,300.0
10000039,transient_nonpersistent,Transient non-persistence,40,tuned_level,300.0
10000039,transient_nonpersistent,Transient non-persistence,40,tuned_level_slope,300.0
10000040,transient_nonpersistent,Transient non-persistence,41,tuned_level,300.0
10000040,transient_nonpersistent,Transient non-persistence,41,tuned_level_slope,300.0
10000041,transient_nonpersistent,Transient non-persistence,42,tuned_level,10.0
10000041,transient_nonpersistent,Transient non-persistence,42,tuned_level_slope,3.0
10000042,transient_nonpersistent,Transient non-persistence,43,tuned_level,300.0
10000042,transient_nonpersistent,Transient non-persistence,43,tuned_level_slope,300.0
10000043,transient_nonpersistent,Transient non-persistence,44,tuned_level,3.0
10000043,transient_nonpersistent,Transient non-persistence,44,tuned_level_slope,1.0
10000044,transient_nonpersistent,Transient non-persistence,45,tuned_level,1.0
10000044,transient_nonpersistent,Transient non-persistence,45,tuned_level_slope,0.3
10000045,transient_nonpersistent,Transient non-persistence,46,tuned_level,300.0
10000045,transient_nonpersistent,Transient non-persistence,46,tuned_level_slope,300.0
10000046,transient_nonpersistent,Transient non-persistence,47,tuned_level,300.0
10000046,transient_nonpersistent,Transient non-persistence,47,tuned_level_slope,300.0
10000047,transient_nonpersistent,Transient non-persistence,48,tuned_level,1.0
10000047,transient_nonpersistent,Transient non-persistence,48,tuned_level_slope,0.3
10000048,transient_nonpersistent,Transient non-persistence,49,tuned_level,300.0
10000048,transient_nonpersistent,Transient non-persistence,49,tuned_level_slope,300.0
10000049,transient_nonpersistent,Transient non-persistence,50,tuned_level,300.0
10000049,transient_nonpersistent,Transient non-persistence,50,tuned_level_slope,300.0
10000050,transient_nonpersistent,Transient non-persistence,51,tuned_level,300.0
10000050,transient_nonpersistent,Transient non-persistence,51,tuned_level_slope,300.0
10000051,transient_nonpersistent,Transient non-persistence,52,tuned_level,300.0
10000051,transient_nonpersistent,Transient non-persistence,52,tuned_level_slope,300.0
10000052,transient_nonpersistent,Transient non-persistence,53,tuned_level,300.0
10000052,transient_nonpersistent,Transient non-persistence,53,tuned_level_slope,300.0
10000053,transient_nonpersistent,Transient non-persistence,54,tuned_level,300.0
10000053,transient_nonpersistent,Transient non-persistence,54,tuned_level_slope,300.0
10000054,transient_nonpersistent,Transient non-persistence,55,tuned_level,300.0
10000054,transient_nonpersistent,Transient non-persistence,55,tuned_level_slope,300.0
10000055,transient_nonpersistent,Transient non-persistence,56,tuned_level,300.0
10000055,transient_nonpersistent,Transient non-persistence,56,tuned_level_slope,300.0
10000056,transient_nonpersistent,Transient non-persistence,57,tuned_level,300.0
10000056,transient_nonpersistent,Transient non-persistence,57,tuned_level_slope,300.0
10000057,transient_nonpersistent,Transient non-persistence,58,tuned_level,300.0
10000057,transient_nonpersistent,Transient non-persistence,58,tuned_level_slope,0.1
10000058,transient_nonpersistent,Transient non-persistence,59,tuned_level,300.0
10000058,transient_nonpersistent,Transient non-persistence,59,tuned_level_slope,30.0
10000059,transient_nonpersistent,Transient non-persistence,60,tuned_level,300.0
10000059,transient_nonpersistent,Transient non-persistence,60,tuned_level_slope,300.0
10000060,transient_nonpersistent,Transient non-persistence,61,tuned_level,0.3
10000060,transient_nonpersistent,Transient non-persistence,61,tuned_level_slope,0.3
10000061,transient_nonpersistent,Transient non-persistence,62,tuned_level,300.0
10000061,transient_nonpersistent,Transient non-persistence,62,tuned_level_slope,10.0
10000062,transient_nonpersistent,Transient non-persistence,63,tuned_level,300.0
10000062,transient_nonpersistent,Transient non-persistence,63,tuned_level_slope,300.0
10000063,transient_nonpersistent,Transient non-persistence,64,tuned_level,10.0
10000063,transient_nonpersistent,Transient non-persistence,64,tuned_level_slope,0.3
10000064,transient_nonpersistent,Transient non-persistence,65,tuned_level,3.0
10000064,transient_nonpersistent,Transient non-persistence,65,tuned_level_slope,0.3
10000065,transient_nonpersistent,Transient non-persistence,66,tuned_level,300.0
10000065,transient_nonpersistent,Transient non-persistence,66,tuned_level_slope,300.0
10000066,transient_nonpersistent,Transient non-persistence,67,tuned_level,300.0
10000066,transient_nonpersistent,Transient non-persistence,67,tuned_level_slope,300.0
10000067,transient_nonpersistent,Transient non-persistence,68,tuned_level,3.0
10000067,transient_nonpersistent,Transient non-persistence,68,tuned_level_slope,0.3
10000068,transient_nonpersistent,Transient non-persistence,69,tuned_level,3.0
10000068,transient_nonpersistent,Transient non-persistence,69,tuned_level_slope,3.0
10000069,transient_nonpersistent,Transient non-persistence,70,tuned_level,300.0
10000069,transient_nonpersistent,Transient non-persistence,70,tuned_level_slope,300.0
10000070,transient_nonpersistent,Transient non-persistence,71,tuned_level,3.0
10000070,transient_nonpersistent,Transient non-persistence,71,tuned_level_slope,1.0
10000071,transient_nonpersistent,Transient non-persistence,72,tuned_level,300.0
10000071,transient_nonpersistent,Transient non-persistence,72,tuned_level_slope,300.0
10000072,transient_nonpersistent,Transient non-persistence,73,tuned_level,300.0
10000072,transient_nonpersistent,Transient non-persistence,73,tuned_level_slope,300.0
10000073,transient_nonpersistent,Transient non-persistence,74,tuned_level,300.0
10000073,transient_nonpersistent,Transient non-persistence,74,tuned_level_slope,300.0
10000074,transient_nonpersistent,Transient non-persistence,75,tuned_level,300.0
10000074,transient_nonpersistent,Transient non-persistence,75,tuned_level_slope,300.0
10000075,transient_nonpersistent,Transient non-persistence,76,tuned_level,300.0
10000075,transient_nonpersistent,Transient non-persistence,76,tuned_level_slope,300.0
10000076,transient_nonpersistent,Transient non-persistence,77,tuned_level,300.0
10000076,transient_nonpersistent,Transient non-persistence,77,tuned_level_slope,300.0
10000077,transient_nonpersistent,Transient non-persistence,78,tuned_level,300.0
10000077,transient_nonpersistent,Transient non-persistence,78,tuned_level_slope,300.0
10000078,transient_nonpersistent,Transient non-persistence,79,tuned_level,1.0
10000078,transient_nonpersistent,Transient non-persistence,79,tuned_level_slope,0.3
10000079,transient_nonpersistent,Transient non-persistence,80,tuned_level,300.0
10000079,transient_nonpersistent,Transient non-persistence,80,tuned_level_slope,300.0
10000080,transient_nonpersistent,Transient non-persistence,81,tuned_level,300.0
10000080,transient_nonpersistent,Transient non-persistence,81,tuned_level_slope,300.0
10000081,transient_nonpersistent,Transient non-persistence,82,tuned_level,300.0
10000081,transient_nonpersistent,Transient non-persistence,82,tuned_level_slope,300.0
10000082,transient_nonpersistent,Transient non-persistence,83,tuned_level,300.0
10000082,transient_nonpersistent,Transient non-persistence,83,tuned_level_slope,300.0
10000083,transient_nonpersistent,Transient non-persistence,84,tuned_level,300.0
10000083,transient_nonpersistent,Transient non-persistence,84,tuned_level_slope,300.0
10000084,transient_nonpersistent,Transient non-persistence,85,tuned_level,300.0
10000084,transient_nonpersistent,Transient non-persistence,85,tuned_level_slope,300.0
10000085,transient_nonpersistent,Transient non-persistence,86,tuned_level,30.0
10000085,transient_nonpersistent,Transient non-persistence,86,tuned_level_slope,1.0
10000086,transient_nonpersistent,Transient non-persistence,87,tuned_level,300.0
10000086,transient_nonpersistent,Transient non-persistence,87,tuned_level_slope,300.0
10000087,transient_nonpersistent,Transient non-persistence,88,tuned_level,300.0
10000087,transient_nonpersistent,Transient non-persistence,88,tuned_level_slope,300.0
10000088,transient_nonpersistent,Transient non-persistence,89,tuned_level,300.0
10000088,transient_nonpersistent,Transient non-persistence,89,tuned_level_slope,300.0
10000089,transient_nonpersistent,Transient non-persistence,90,tuned_level,300.0
10000089,transient_nonpersistent,Transient non-persistence,90,tuned_level_slope,300.0
10000090,transient_nonpersistent,Transient non-persistence,91,tuned_level,300.0
10000090,transient_nonpersistent,Transient non-persistence,91,tuned_level_slope,300.0
10000091,transient_nonpersistent,Transient non-persistence,92,tuned_level,300.0
10000091,transient_nonpersistent,Transient non-persistence,92,tuned_level_slope,300.0
10000092,transient_nonpersistent,Transient non-persistence,93,tuned_level,300.0
10000092,transient_nonpersistent,Transient non-persistence,93,tuned_level_slope,300.0
10000093,transient_nonpersistent,Transient non-persistence,94,tuned_level,300.0
10000093,transient_nonpersistent,Transient non-persistence,94,tuned_level_slope,300.0
10000094,transient_nonpersistent,Transient non-persistence,95,tuned_level,300.0
10000094,transient_nonpersistent,Transient non-persistence,95,tuned_level_slope,300.0
10000095,transient_nonpersistent,Transient non-persistence,96,tuned_level,300.0
10000095,transient_nonpersistent,Transient non-persistence,96,tuned_level_slope,300.0
10000096,transient_nonpersistent,Transient non-persistence,97,tuned_level,300.0
10000096,transient_nonpersistent,Transient non-persistence,97,tuned_level_slope,0.3
10000097,transient_nonpersistent,Transient non-persistence,98,tuned_level,300.0
10000097,transient_nonpersistent,Transient non-persistence,98,tuned_level_slope,300.0
10000098,transient_nonpersistent,Transient non-persistence,99,tuned_level,300.0
10000098,transient_nonpersistent,Transient non-persistence,99,tuned_level_slope,300.0
10000099,transient_nonpersistent,Transient non-persistence,100,tuned_level,300.0
10000099,transient_nonpersistent,Transient non-persistence,100,tuned_level_slope,300.0
10000100,transient_nonpersistent,Transient non-persistence,101,tuned_level,300.0
10000100,transient_nonpersistent,Transient non-persistence,101,tuned_level_slope,300.0
10000101,transient_nonpersistent,Transient non-persistence,102,tuned_level,3.0
10000101,transient_nonpersistent,Transient non-persistence,102,tuned_level_slope,1.0
10000102,transient_nonpersistent,Transient non-persistence,103,tuned_level,300.0
10000102,transient_nonpersistent,Transient non-persistence,103,tuned_level_slope,300.0
10000103,transient_nonpersistent,Transient non-persistence,104,tuned_level,300.0
10000103,transient_nonpersistent,Transient non-persistence,104,tuned_level_slope,300.0
10000104,transient_nonpersistent,Transient non-persistence,105,tuned_level,300.0
10000104,transient_nonpersistent,Transient non-persistence,105,tuned_level_slope,300.0
10000105,transient_nonpersistent,Transient non-persistence,106,tuned_level,300.0
10000105,transient_nonpersistent,Transient non-persistence,106,tuned_level_slope,300.0
10000106,transient_nonpersistent,Transient non-persistence,107,tuned_level,300.0
10000106,transient_nonpersistent,Transient non-persistence,107,tuned_level_slope,300.0
10000107,transient_nonpersistent,Transient non-persistence,108,tuned_level,10.0
10000107,transient_nonpersistent,Transient non-persistence,108,tuned_level_slope,10.0
10000108,transient_nonpersistent,Transient non-persistence,109,tuned_level,300.0
10000108,transient_nonpersistent,Transient non-persistence,109,tuned_level_slope,300.0
10000109,transient_nonpersistent,Transient non-persistence,110,tuned_level,300.0
10000109,transient_nonpersistent,Transient non-persistence,110,tuned_level_slope,300.0
10000110,transient_nonpersistent,Transient non-persistence,111,tuned_level,300.0
10000110,transient_nonpersistent,Transient non-persistence,111,tuned_level_slope,300.0
10000111,transient_nonpersistent,Transient non-persistence,112,tuned_level,300.0
10000111,transient_nonpersistent,Transient non-persistence,112,tuned_level_slope,300.0
10000112,transient_nonpersistent,Transient non-persistence,113,tuned_level,3.0
10000112,transient_nonpersistent,Transient non-persistence,113,tuned_level_slope,3.0
10000113,transient_nonpersistent,Transient non-persistence,114,tuned_level,300.0
10000113,transient_nonpersistent,Transient non-persistence,114,tuned_level_slope,300.0
10000114,transient_nonpersistent,Transient non-persistence,115,tuned_level,10.0
10000114,transient_nonpersistent,Transient non-persistence,115,tuned_level_slope,300.0
10000115,transient_nonpersistent,Transient non-persistence,116,tuned_level,300.0
10000115,transient_nonpersistent,Transient non-persistence,116,tuned_level_slope,300.0
10000116,transient_nonpersistent,Transient non-persistence,117,tuned_level,300.0
10000116,transient_nonpersistent,Transient non-persistence,117,tuned_level_slope,300.0
10000117,transient_nonpersistent,Transient non-persistence,118,tuned_level,300.0
10000117,transient_nonpersistent,Transient non-persistence,118,tuned_level_slope,300.0
10000118,transient_nonpersistent,Transient non-persistence,119,tuned_level,300.0
10000118,transient_nonpersistent,Transient non-persistence,119,tuned_level_slope,300.0
10000119,transient_nonpersistent,Transient non-persistence,120,tuned_level,300.0
10000119,transient_nonpersistent,Transient non-persistence,120,tuned_level_slope,300.0
10000120,transient_nonpersistent,Transient non-persistence,121,tuned_level,300.0
10000120,transient_nonpersistent,Transient non-persistence,121,tuned_level_slope,300.0
10000121,transient_nonpersistent,Transient non-persistence,122,tuned_level,300.0
10000121,transient_nonpersistent,Transient non-persistence,122,tuned_level_slope,300.0
10000122,transient_nonpersistent,Transient non-persistence,123,tuned_level,3.0
10000122,transient_nonpersistent,Transient non-persistence,123,tuned_level_slope,1.0
10000123,transient_nonpersistent,Transient non-persistence,124,tuned_level,300.0
10000123,transient_nonpersistent,Transient non-persistence,124,tuned_level_slope,300.0
10000124,transient_nonpersistent,Transient non-persistence,125,tuned_level,300.0
10000124,transient_nonpersistent,Transient non-persistence,125,tuned_level_slope,3.0
10000125,transient_nonpersistent,Transient non-persistence,126,tuned_level,300.0
10000125,transient_nonpersistent,Transient non-persistence,126,tuned_level_slope,300.0
10000126,transient_nonpersistent,Transient non-persistence,127,tuned_level,300.0
10000126,transient_nonpersistent,Transient non-persistence,127,tuned_level_slope,300.0
10000127,transient_nonpersistent,Transient non-persistence,128,tuned_level,3.0
10000127,transient_nonpersistent,Transient non-persistence,128,tuned_level_slope,1.0
10000128,transient_nonpersistent,Transient non-persistence,129,tuned_level,300.0
10000128,transient_nonpersistent,Transient non-persistence,129,tuned_level_slope,300.0
10000129,transient_nonpersistent,Transient non-persistence,130,tuned_level,300.0
10000129,transient_nonpersistent,Transient non-persistence,130,tuned_level_slope,300.0
10000130,transient_nonpersistent,Transient non-persistence,131,tuned_level,100.0
10000130,transient_nonpersistent,Transient non-persistence,131,tuned_level_slope,3.0
10000131,transient_nonpersistent,Transient non-persistence,132,tuned_level,300.0
10000131,transient_nonpersistent,Transient non-persistence,132,tuned_level_slope,0.3
10000132,transient_nonpersistent,Transient non-persistence,133,tuned_level,300.0
10000132,transient_nonpersistent,Transient non-persistence,133,tuned_level_slope,300.0
10000133,transient_nonpersistent,Transient non-persistence,134,tuned_level,300.0
10000133,transient_nonpersistent,Transient non-persistence,134,tuned_level_slope,300.0
10000134,transient_nonpersistent,Transient non-persistence,135,tuned_level,300.0
10000134,transient_nonpersistent,Transient non-persistence,135,tuned_level_slope,300.0
10000135,transient_nonpersistent,Transient non-persistence,136,tuned_level,300.0
10000135,transient_nonpersistent,Transient non-persistence,136,tuned_level_slope,300.0
10000136,transient_nonpersistent,Transient non-persistence,137,tuned_level,300.0
10000136,transient_nonpersistent,Transient non-persistence,137,tuned_level_slope,300.0
10000137,transient_nonpersistent,Transient non-persistence,138,tuned_level,3.0
10000137,transient_nonpersistent,Transient non-persistence,138,tuned_level_slope,1.0
10000138,transient_nonpersistent,Transient non-persistence,139,tuned_level,300.0
10000138,transient_nonpersistent,Transient non-persistence,139,tuned_level_slope,300.0
10000139,transient_nonpersistent,Transient non-persistence,140,tuned_level,300.0
10000139,transient_nonpersistent,Transient non-persistence,140,tuned_level_slope,300.0
10000140,transient_nonpersistent,Transient non-persistence,141,tuned_level,300.0
10000140,transient_nonpersistent,Transient non-persistence,141,tuned_level_slope,300.0
10000141,transient_nonpersistent,Transient non-persistence,142,tuned_level,300.0
10000141,transient_nonpersistent,Transient non-persistence,142,tuned_level_slope,300.0
10000142,transient_nonpersistent,Transient non-persistence,143,tuned_level,300.0
10000142,transient_nonpersistent,Transient non-persistence,143,tuned_level_slope,300.0
10000143,transient_nonpersistent,Transient non-persistence,144,tuned_level,3.0
10000143,transient_nonpersistent,Transient non-persistence,144,tuned_level_slope,3.0
10000144,transient_nonpersistent,Transient non-persistence,145,tuned_level,1.0
10000144,transient_nonpersistent,Transient non-persistence,145,tuned_level_slope,0.3
10000145,transient_nonpersistent,Transient non-persistence,146,tuned_level,300.0
10000145,transient_nonpersistent,Transient non-persistence,146,tuned_level_slope,3.0
10000146,transient_nonpersistent,Transient non-persistence,147,tuned_level,300.0
10000146,transient_nonpersistent,Transient non-persistence,147,tuned_level_slope,300.0
10000147,transient_nonpersistent,Transient non-persistence,148,tuned_level,300.0
10000147,transient_nonpersistent,Transient non-persistence,148,tuned_level_slope,10.0
10000148,transient_nonpersistent,Transient non-persistence,149,tuned_level,300.0
10000148,transient_nonpersistent,Transient non-persistence,149,tuned_level_slope,300.0
10000149,transient_nonpersistent,Transient non-persistence,150,tuned_level,300.0
10000149,transient_nonpersistent,Transient non-persistence,150,tuned_level_slope,300.0
10000150,transient_nonpersistent,Transient non-persistence,151,tuned_level,300.0
10000150,transient_nonpersistent,Transient non-persistence,151,tuned_level_slope,300.0
10000151,transient_nonpersistent,Transient non-persistence,152,tuned_level,300.0
10000151,transient_nonpersistent,Transient non-persistence,152,tuned_level_slope,300.0
10000152,transient_nonpersistent,Transient non-persistence,153,tuned_level,10.0
10000152,transient_nonpersistent,Transient non-persistence,153,tuned_level_slope,10.0
10000153,transient_nonpersistent,Transient non-persistence,154,tuned_level,300.0
10000153,transient_nonpersistent,Transient non-persistence,154,tuned_level_slope,300.0
10000154,transient_nonpersistent,Transient non-persistence,155,tuned_level,300.0
10000154,transient_nonpersistent,Transient non-persistence,155,tuned_level_slope,300.0
10000155,transient_nonpersistent,Transient non-persistence,156,tuned_level,300.0
10000155,transient_nonpersistent,Transient non-persistence,156,tuned_level_slope,100.0
10000156,transient_nonpersistent,Transient non-persistence,157,tuned_level,300.0
10000156,transient_nonpersistent,Transient non-persistence,157,tuned_level_slope,300.0
10000157,transient_nonpersistent,Transient non-persistence,158,tuned_level,300.0
10000157,transient_nonpersistent,Transient non-persistence,158,tuned_level_slope,300.0
10000158,transient_nonpersistent,Transient non-persistence,159,tuned_level,30.0
10000158,transient_nonpersistent,Transient non-persistence,159,tuned_level_slope,10.0
10000159,transient_nonpersistent,Transient non-persistence,160,tuned_level,3.0
10000159,transient_nonpersistent,Transient non-persistence,160,tuned_level_slope,300.0
10000160,transient_nonpersistent,Transient non-persistence,161,tuned_level,300.0
10000160,transient_nonpersistent,Transient non-persistence,161,tuned_level_slope,0.3
10000161,transient_nonpersistent,Transient non-persistence,162,tuned_level,300.0
10000161,transient_nonpersistent,Transient non-persistence,162,tuned_level_slope,300.0
10000162,transient_nonpersistent,Transient non-persistence,163,tuned_level,300.0
10000162,transient_nonpersistent,Transient non-persistence,163,tuned_level_slope,300.0
10000163,transient_nonpersistent,Transient non-persistence,164,tuned_level,300.0
10000163,transient_nonpersistent,Transient non-persistence,164,tuned_level_slope,300.0
10000164,transient_nonpersistent,Transient non-persistence,165,tuned_level,300.0
10000164,transient_nonpersistent,Transient non-persistence,165,tuned_level_slope,300.0
10000165,transient_nonpersistent,Transient non-persistence,166,tuned_level,300.0
10000165,transient_nonpersistent,Transient non-persistence,166,tuned_level_slope,300.0
10000166,transient_nonpersistent,Transient non-persistence,167,tuned_level,300.0
10000166,transient_nonpersistent,Transient non-persistence,167,tuned_level_slope,300.0
10000167,transient_nonpersistent,Transient non-persistence,168,tuned_level,300.0
10000167,transient_nonpersistent,Transient non-persistence,168,tuned_level_slope,300.0
10000168,transient_nonpersistent,Transient non-persistence,169,tuned_level,300.0
10000168,transient_nonpersistent,Transient non-persistence,169,tuned_level_slope,300.0
10000169,transient_nonpersistent,Transient non-persistence,170,tuned_level,300.0
10000169,transient_nonpersistent,Transient non-persistence,170,tuned_level_slope,300.0
10000170,transient_nonpersistent,Transient non-persistence,171,tuned_level,300.0
10000170,transient_nonpersistent,Transient non-persistence,171,tuned_level_slope,300.0
10000171,transient_nonpersistent,Transient non-persistence,172,tuned_level,10.0
10000171,transient_nonpersistent,Transient non-persistence,172,tuned_level_slope,10.0
10000172,transient_nonpersistent,Transient non-persistence,173,tuned_level,300.0
10000172,transient_nonpersistent,Transient non-persistence,173,tuned_level_slope,300.0
10000173,transient_nonpersistent,Transient non-persistence,174,tuned_level,300.0
10000173,transient_nonpersistent,Transient non-persistence,174,tuned_level_slope,300.0
10000174,transient_nonpersistent,Transient non-persistence,175,tuned_level,300.0
10000174,transient_nonpersistent,Transient non-persistence,175,tuned_level_slope,300.0
10000175,transient_nonpersistent,Transient non-persistence,176,tuned_level,300.0
10000175,transient_nonpersistent,Transient non-persistence,176,tuned_level_slope,300.0
10000176,transient_nonpersistent,Transient non-persistence,177,tuned_level,300.0
10000176,transient_nonpersistent,Transient non-persistence,177,tuned_level_slope,300.0
10000177,transient_nonpersistent,Transient non-persistence,178,tuned_level,1.0
10000177,transient_nonpersistent,Transient non-persistence,178,tuned_level_slope,0.3
10000178,transient_nonpersistent,Transient non-persistence,179,tuned_level,300.0
10000178,transient_nonpersistent,Transient non-persistence,179,tuned_level_slope,300.0
10000179,transient_nonpersistent,Transient non-persistence,180,tuned_level,300.0
10000179,transient_nonpersistent,Transient non-persistence,180,tuned_level_slope,300.0
10000180,transient_nonpersistent,Transient non-persistence,181,tuned_level,300.0
10000180,transient_nonpersistent,Transient non-persistence,181,tuned_level_slope,300.0
10000181,transient_nonpersistent,Transient non-persistence,182,tuned_level,10.0
10000181,transient_nonpersistent,Transient non-persistence,182,tuned_level_slope,10.0
10000182,transient_nonpersistent,Transient non-persistence,183,tuned_level,300.0
10000182,transient_nonpersistent,Transient non-persistence,183,tuned_level_slope,300.0
10000183,transient_nonpersistent,Transient non-persistence,184,tuned_level,300.0
10000183,transient_nonpersistent,Transient non-persistence,184,tuned_level_slope,300.0
10000184,transient_nonpersistent,Transient non-persistence,185,tuned_level,300.0
10000184,transient_nonpersistent,Transient non-persistence,185,tuned_level_slope,300.0
10000185,transient_nonpersistent,Transient non-persistence,186,tuned_level,300.0
10000185,transient_nonpersistent,Transient non-persistence,186,tuned_level_slope,300.0
10000186,transient_nonpersistent,Transient non-persistence,187,tuned_level,300.0
10000186,transient_nonpersistent,Transient non-persistence,187,tuned_level_slope,300.0
10000187,transient_nonpersistent,Transient non-persistence,188,tuned_level,300.0
10000187,transient_nonpersistent,Transient non-persistence,188,tuned_level_slope,300.0
10000188,transient_nonpersistent,Transient non-persistence,189,tuned_level,300.0
10000188,transient_nonpersistent,Transient non-persistence,189,tuned_level_slope,300.0
10000189,transient_nonpersistent,Transient non-persistence,190,tuned_level,300.0
10000189,transient_nonpersistent,Transient non-persistence,190,tuned_level_slope,300.0
10000190,transient_nonpersistent,Transient non-persistence,191,tuned_level,300.0
10000190,transient_nonpersistent,Transient non-persistence,191,tuned_level_slope,300.0
